Branch of Service,Rank,Functional Branch,Student_ID,Service Component,Commissioning Source
Army,CPT,Medical Corps,2361351,Active,Direct Commission (Medical)
Army,MAJ,Armor,2361451,Active,ROTC
Army,MAJ,Military Police,2361551,Active,Service Academy
Army,MAJ,Medical Corps,2361651,Active,Direct Commission (Medical)
Army,MAJ,Logistics,2361751,National Guard,ROTC
Army,MAJ,Armor,2361851,Active,OCS
Army,MAJ,Signal Corps,2361951,Active,Service Academy
Army,CPT,Engineer,2362051,National Guard,OCS
Army,CPT,Intelligence,2362151,National Guard,ROTC
Army,CPT,Engineer,2362251,Active,ROTC
Army,CPT,Engineer,2362351,Active,OCS
Army,CPT,Signal Corps,2362451,National Guard,ROTC
Army,MAJ,Finance Corps,2362551,Active,ROTC
Army,MAJ,Field Artillery,2362651,Active,Service Academy
Army,CPT,Military Police,2362751,Active,ROTC
Army,CPT,Medical Corps,2362851,Active,Direct Commission (Medical)
Army,MAJ,Signal Corps,2362951,Active,ROTC
Air Force,CPT,Maintenance,2363051,National Guard,ROTC
Army,MAJ,Medical Corps,2363151,Active,Direct Commission (Medical)
Army,CPT,Logistics,2363251,Active,OCS
Army,CPT,Field Artillery,2363351,Active,ROTC
Army,MAJ,Armor,2363451,Active,OCS
Army,MAJ,Armor,2363551,Active,Service Academy
Army,CPT,Engineer,2363651,Active,ROTC
Army,MAJ,Engineer,2363751,Active,Service Academy
Army,MAJ,Military Police,2363851,Active,OCS
Army,MAJ,Military Police,2363951,Active,Service Academy
DoD Civilian,GS-13,Contracting,2344451,Civilian ,n/a
Navy,LT,Intelligence,2364151,Active,ROTC
Army,CPT,Armor,2364251,National Guard,Service Academy
Army,MAJ,Finance Corps,2364351,Reserve,Service Academy
Army,CPT,Finance Corps,2364451,Active,OCS
Army,CPT,Finance Corps,2364551,Active,ROTC
Air Force,MAJ,Maintenance,2364651,Active,OCS
Army,MAJ,Finance Corps,2364751,Active,ROTC
Army,CPT,Aviation,2364851,Active,OCS
Army,CPT,Logistics,2364951,Active,Service Academy
Army,CPT,Infantry,2365051,National Guard,ROTC
Army,CPT,Engineer,2365151,National Guard,OCS
Army,CPT,Intelligence,2365251,Active,Service Academy
Army,MAJ,Infantry,2365351,Active,OCS
Army,MAJ,Infantry,2365451,Active,OCS
Army,CPT,Intelligence,2365551,Reserve,ROTC
Army,CPT,Armor,2365651,Active,OCS
Army,CPT,Signal Corps,2365751,Active,OCS
DoD Civilian,GS-13,Human Resources,2350651,Civilian ,n/a
Army,MAJ,Aviation,2365951,Active,ROTC
Army,MAJ,Signal Corps,2366051,Active,OCS
Army,MAJ,Logistics,2366151,Active,OCS
Army,CPT,Cyber,2366251,National Guard,OCS
Army,CPT,Logistics,2366351,Active,ROTC
Army,MAJ,Infantry,2366451,Active,OCS
Army,MAJ,Logistics,2366551,Active,Service Academy
Army,MAJ,Engineer,2366651,National Guard,ROTC
Army,MAJ,Logistics,2366751,Active,OCS
Army,MAJ,Field Artillery,2366851,Active,Service Academy
Army,MAJ,Medical Corps,2366951,Active,Direct Commission (Medical)
Army,MAJ,Signal Corps,2367051,Active,ROTC
Army,CPT,Armor,2367151,Active,ROTC
Army,MAJ,Signal Corps,2367251,Active,OCS
Army,MAJ,Signal Corps,2367351,National Guard,Service Academy
Army,CPT,Signal Corps,2367451,Active,ROTC
Marines,CPT,Intelligence,2367551,Reserve,OCS
Army,CPT,Armor,2367651,Active,ROTC
Army,CPT,Medical Corps,2367751,Active,Direct Commission (Medical)
Army,MAJ,Intelligence,2367851,National Guard,ROTC
Army,CPT,Logistics,2367951,Active,Service Academy
Army,CPT,Aviation,2368051,Active,ROTC
Army,MAJ,Field Artillery,2368151,Active,ROTC
Marines,MAJ,Intelligence,2368251,Reserve,Service Academy
Army,CPT,Medical Corps,2368351,National Guard,Direct Commission (Medical)
Army,MAJ,Aviation,2368451,Active,OCS
Marines,CPT,Logistics,2368551,Active,Service Academy
Army,MAJ,Medical Corps,2368651,Active,Direct Commission (Medical)
Army,MAJ,Finance Corps,2368751,Active,OCS
Army,CPT,Engineer,2368851,Active,OCS
Army,MAJ,Field Artillery,2368951,Active,ROTC
Army,MAJ,Logistics,2369051,Active,ROTC
Army,CPT,Finance Corps,2369151,Active,ROTC
Army,CPT,Aviation,2369251,Active,OCS
Air Force,MAJ,Pilot,2369351,Active,Service Academy
Army,MAJ,Medical Corps,2369451,National Guard,Direct Commission (Medical)
Army,MAJ,Engineer,2369551,Active,OCS
Army,CPT,Aviation,2369651,National Guard,ROTC
Army,CPT,Finance Corps,2369751,National Guard,ROTC
Army,CPT,Intelligence,2369851,Active,OCS
Air Force,MAJ,Cyber Operations,2369951,Active,ROTC
Army,CPT,Signal Corps,2370051,Active,ROTC
Army,MAJ,Infantry,2370151,Active,ROTC
Army,MAJ,Field Artillery,2370251,Active,OCS
Army,MAJ,Infantry,2370351,National Guard,ROTC
Air Force,CPT,Maintenance,2370451,Active,ROTC
Army,CPT,Armor,2370551,Active,ROTC
Army,CPT,Engineer,2370651,Active,OCS
Army,CPT,Logistics,2370751,Active,OCS
Army,MAJ,Armor,2370851,Active,OCS
Space Force,MAJ,Cyber Operations,2370951,Active,Service Academy
Navy,LT,Medical,2371051,Reserve,Direct Commission (Medical)
Army,MAJ,Intelligence,2371151,Reserve,Service Academy
Army,CPT,Finance Corps,2371251,Reserve,ROTC
Army,MAJ,Intelligence,2371351,National Guard,OCS
Air Force,CPT,Cyber Operations,2371451,Active,Service Academy
Army,MAJ,Logistics,2371551,National Guard,ROTC
Army,MAJ,Medical Corps,2371651,Active,Direct Commission (Medical)
Air Force,MAJ,Medical,2371751,Active,Direct Commission (Medical)
DoD Civilian,GS-12,Contracting,2356251,Civilian ,n/a
Army,MAJ,Aviation,2371951,Active,ROTC
Space Force,CPT,Intelligence,2372051,Active,Service Academy
Army,MAJ,Signal Corps,2372151,Active,ROTC
Army,CPT,Medical Corps,2372251,Active,Direct Commission (Medical)
Army,CPT,Cyber,2372351,Active,ROTC
Space Force,MAJ,Intelligence,2372451,Active,OCS
Army,MAJ,Infantry,2372551,Active,ROTC
Army,CPT,Engineer,2372651,National Guard,OCS
Army,CPT,Cyber,2372751,Active,OCS
Air Force,CPT,Cyber Operations,2372851,National Guard,ROTC
Air Force,MAJ,Cyber Operations,2372951,Active,OCS
Army,CPT,Logistics,2373051,Active,Service Academy
DoD Civilian,GS-12,Human Resources,2356651,Civilian ,n/a
Army,CPT,Engineer,2373251,Active,OCS
Army,CPT,Field Artillery,2373351,Active,Service Academy
Army,MAJ,Finance Corps,2373451,Reserve,ROTC
Navy,LT,Surface Warfare,2373551,Active,Service Academy
Army,MAJ,Engineer,2373651,Active,ROTC
Army,MAJ,Armor,2373751,National Guard,Service Academy
Air Force,MAJ,Cyber Operations,2373851,Active,ROTC
Army,CPT,Finance Corps,2373951,Reserve,Service Academy
Army,CPT,Military Police,2374051,Active,OCS
Army,MAJ,Aviation,2374151,Active,ROTC
Air Force,MAJ,Maintenance,2374251,Active,ROTC
Army,MAJ,Armor,2374351,Active,OCS
Army,MAJ,Aviation,2374451,Active,Service Academy
Army,MAJ,Cyber,2374551,Active,ROTC
Army,CPT,Engineer,2374651,Active,OCS
Air Force,CPT,Maintenance,2374751,National Guard,OCS
Army,CPT,Intelligence,2374851,Active,ROTC
Army,CPT,Signal Corps,2374951,Active,OCS
Army,MAJ,Field Artillery,2375051,Active,ROTC
Army,CPT,Finance Corps,2375151,National Guard,ROTC
Army,MAJ,Logistics,2375251,Active,ROTC
Navy,LT,Intelligence,2375351,Reserve,OCS
Army,CPT,Medical Corps,2375451,Active,Direct Commission (Medical)
Army,MAJ,Infantry,2375551,Active,OCS
Air Force,MAJ,Cyber Operations,2375651,Active,ROTC
Army,MAJ,Field Artillery,2375751,Active,OCS
Army,MAJ,Logistics,2375851,Active,OCS
Navy,LT,Medical,2375951,Active,Direct Commission (Medical)
Army,CPT,Aviation,2376051,Active,Service Academy
Air Force,CPT,Pilot,2376151,Active,Service Academy
DoD Civilian,GS-13,Human Resources,2359951,Civilian ,n/a
Army,CPT,Finance Corps,2376351,Active,Service Academy
Army,CPT,Aviation,2376451,National Guard,OCS
Army,CPT,Armor,2376551,Active,OCS
Army,CPT,Infantry,2376651,Active,ROTC
Army,CPT,Military Police,2376751,Active,Service Academy
Army,MAJ,Armor,2376851,Reserve,ROTC
Army,CPT,Aviation,2376951,Reserve,OCS
Army,CPT,Infantry,2377051,Active,ROTC
Army,CPT,Aviation,2377151,National Guard,Service Academy
Air Force,CPT,Maintenance,2377251,Active,OCS
Army,CPT,Signal Corps,2377351,Active,OCS
Army,MAJ,Cyber,2377451,Reserve,ROTC
Army,CPT,Logistics,2377551,Active,OCS
Air Force,MAJ,Medical,2377651,Active,Direct Commission (Medical)
Army,CPT,Aviation,2377751,Active,OCS
Army,CPT,Engineer,2377851,Active,ROTC
Army,MAJ,Military Police,2377951,National Guard,ROTC
Army,CPT,Aviation,2378051,National Guard,ROTC
Army,MAJ,Cyber,2378151,National Guard,ROTC
Army,CPT,Logistics,2378251,National Guard,OCS
Army,MAJ,Intelligence,2378351,National Guard,ROTC
Army,CPT,Aviation,2378451,Active,ROTC
Army,MAJ,Military Police,2378551,Active,ROTC
Army,CPT,Engineer,2378651,Active,ROTC
Army,CPT,Cyber,2378751,Active,ROTC
Army,MAJ,Finance Corps,2378851,Active,Service Academy
Army,MAJ,Armor,2378951,Active,Service Academy
Army,CPT,Armor,2379051,National Guard,OCS
Army,MAJ,Medical Corps,2379151,National Guard,Direct Commission (Medical)
Army,CPT,Military Police,2379251,Reserve,OCS
Army,MAJ,Armor,2379351,Active,Service Academy
Army,MAJ,Engineer,2379451,Active,Service Academy
Army,CPT,Cyber,2379551,Active,OCS
Army,CPT,Field Artillery,2379651,Active,OCS
Army,MAJ,Medical Corps,2379751,Reserve,Direct Commission (Medical)
Army,MAJ,Armor,2379851,Active,ROTC
Army,MAJ,Engineer,2379951,Active,ROTC
Army,MAJ,Medical Corps,2380051,National Guard,Direct Commission (Medical)
Army,CPT,Logistics,2380151,Active,OCS
Army,CPT,Signal Corps,2380251,National Guard,Service Academy
Army,MAJ,Engineer,2380351,Active,ROTC
Army,MAJ,Signal Corps,2380451,Active,ROTC
Army,MAJ,Finance Corps,2380551,Active,OCS
Air Force,CPT,Intelligence,2380651,Active,ROTC
Army,CPT,Infantry,2380751,Active,ROTC
Army,CPT,Cyber,2380851,Active,OCS
Army,CPT,Cyber,2380951,Active,ROTC
Army,MAJ,Field Artillery,2381051,Active,Service Academy
Navy,LT,Submarine,2381151,Active,ROTC
Army,CPT,Engineer,2381251,Active,ROTC
Army,CPT,Infantry,2381351,National Guard,ROTC
Army,CPT,Logistics,2381451,Active,ROTC
Army,CPT,Cyber,2381551,Active,OCS
Army,MAJ,Armor,2381651,National Guard,OCS
Army,MAJ,Infantry,2381751,Active,ROTC
Army,MAJ,Finance Corps,2381851,National Guard,ROTC
Air Force,CPT,Intelligence,2381951,Reserve,OCS
Army,CPT,Finance Corps,2382051,Active,OCS
Army,CPT,Logistics,2382151,Active,ROTC
Army,MAJ,Engineer,2382251,Active,OCS
Army,MAJ,Field Artillery,2382351,Active,OCS
Army,CPT,Infantry,2382451,Active,ROTC
Army,MAJ,Armor,2382551,Active,Service Academy
Army,MAJ,Intelligence,2382651,Active,Service Academy
Army,CPT,Infantry,2382751,National Guard,ROTC
Space Force,CPT,Space Operations,2382851,Active,ROTC
Air Force,MAJ,Medical,2382951,Active,Direct Commission (Medical)
Army,CPT,Field Artillery,2383051,Active,Service Academy
Air Force,MAJ,Cyber Operations,2383151,Active,ROTC
Army,CPT,Infantry,2383251,Active,ROTC
Army,CPT,Intelligence,2383351,Reserve,OCS
Army,CPT,Armor,2383451,Active,Service Academy
Army,MAJ,Engineer,2383551,Active,ROTC
Army,MAJ,Military Police,2383651,Active,ROTC
Army,MAJ,Finance Corps,2383751,Active,Service Academy
Army,MAJ,Infantry,2383851,National Guard,ROTC
Army,MAJ,Cyber,2383951,Active,ROTC
Army,CPT,Engineer,2384051,Active,OCS
Army,MAJ,Logistics,2384151,Reserve,OCS
Army,MAJ,Engineer,2384251,Active,ROTC
Army,CPT,Medical Corps,2384351,Active,Direct Commission (Medical)
DoD Civilian,GS-12,Human Resources,2361151,Civilian ,n/a
Army,CPT,Finance Corps,2384551,Active,Service Academy
Army,MAJ,Field Artillery,2384651,Active,Service Academy
Army,MAJ,Logistics,2384751,Active,OCS
Army,MAJ,Field Artillery,2384851,National Guard,ROTC
Army,MAJ,Field Artillery,2384951,Active,ROTC
Army,CPT,Medical Corps,2385051,National Guard,Direct Commission (Medical)
Army,CPT,Infantry,2385151,Active,ROTC
Coast Guard,LCDR,Aviation,2385251,Active,Service Academy
Army,MAJ,Infantry,2385351,Active,ROTC
Army,CPT,Armor,2385451,Active,ROTC
Army,MAJ,Field Artillery,2385551,Reserve,ROTC
Army,CPT,Medical Corps,2385651,Active,Direct Commission (Medical)
Army,MAJ,Armor,2385751,Active,Service Academy
Army,MAJ,Engineer,2385851,Active,Service Academy
Army,CPT,Military Police,2385951,Active,OCS
Army,CPT,Medical Corps,2386051,Active,Direct Commission (Medical)
Army,MAJ,Field Artillery,2386151,Active,Service Academy
Army,CPT,Logistics,2386251,Reserve,Service Academy
Army,CPT,Infantry,2386351,Active,OCS
DoD Civilian,GS-12,Logistics,2364051,Civilian ,n/a
Army,MAJ,Engineer,2386551,Active,OCS
Army,CPT,Armor,2386651,Reserve,OCS
Army,MAJ,Engineer,2386751,Active,Service Academy
Army,MAJ,Infantry,2386851,Reserve,OCS
Navy,LT,Intelligence,2386951,Reserve,OCS
Army,CPT,Cyber,2387051,Active,ROTC
Army,CPT,Intelligence,2387151,Active,ROTC
Army,CPT,Infantry,2387251,Active,OCS
Army,CPT,Military Police,2387351,Active,OCS
Army,CPT,Infantry,2387451,Active,ROTC
Army,MAJ,Infantry,2387551,National Guard,ROTC
Army,MAJ,Signal Corps,2387651,Active,ROTC
Army,MAJ,Signal Corps,2387751,Active,ROTC
Army,MAJ,Medical Corps,2400151,Active,Direct Commission (Medical)
Air Force,CPT,Pilot,2400251,Active,OCS
Army,MAJ,Military Police,2400351,Active,Service Academy
Army,CPT,Logistics,2400451,Active,OCS
Army,CPT,Engineer,2400551,Reserve,OCS
Army,MAJ,Signal Corps,2400651,Reserve,ROTC
Army,MAJ,Logistics,2400751,Active,Service Academy
Navy,LT,Aviation,2400851,Active,ROTC
Army,MAJ,Logistics,2400951,Active,Service Academy
Army,CPT,Infantry,2401051,Active,Service Academy
Army,MAJ,Engineer,2401151,Active,ROTC
Army,MAJ,Engineer,2401251,National Guard,Service Academy
Army,MAJ,Infantry,2401351,Active,OCS
Army,MAJ,Engineer,2401451,Active,Service Academy
Army,CPT,Military Police,2401551,National Guard,ROTC
Army,CPT,Medical Corps,2401651,Active,Direct Commission (Medical)
Army,MAJ,Field Artillery,2401751,Active,ROTC
Navy,LCDR,Surface Warfare,2401851,Active,OCS
Army,MAJ,Infantry,2401951,Active,OCS
Army,CPT,Engineer,2402051,National Guard,Service Academy
Army,MAJ,Engineer,2402151,Active,ROTC
Army,CPT,Military Police,2402251,National Guard,OCS
Army,CPT,Signal Corps,2402351,Reserve,ROTC
Army,MAJ,Field Artillery,2402451,Active,ROTC
Army,CPT,Medical Corps,2402551,National Guard,Direct Commission (Medical)
Army,MAJ,Medical Corps,2402651,Active,Direct Commission (Medical)
Army,MAJ,Logistics,2402751,Active,ROTC
Army,MAJ,Military Police,2402851,National Guard,Service Academy
Army,CPT,Infantry,2402951,National Guard,Service Academy
Army,CPT,Field Artillery,2403051,Active,Service Academy
Army,CPT,Armor,2403151,Active,ROTC
Army,CPT,Infantry,2403251,National Guard,ROTC
Army,CPT,Signal Corps,2403351,National Guard,OCS
Army,CPT,Intelligence,2403451,Active,ROTC
Army,MAJ,Medical Corps,2403551,Active,Direct Commission (Medical)
Army,MAJ,Field Artillery,2403651,Active,ROTC
Air Force,MAJ,Intelligence,2403751,Active,OCS
Army,CPT,Armor,2403851,Active,Service Academy
Army,MAJ,Field Artillery,2403951,Active,Service Academy
Army,MAJ,Signal Corps,2404051,Active,OCS
Army,MAJ,Armor,2404151,Active,ROTC
Army,MAJ,Logistics,2404251,Reserve,Service Academy
Army,MAJ,Signal Corps,2404351,Active,ROTC
Army,MAJ,Intelligence,2404451,National Guard,OCS
Army,CPT,Military Police,2404551,Active,ROTC
Army,MAJ,Engineer,2404651,Reserve,ROTC
Army,MAJ,Military Police,2404751,National Guard,OCS
Army,CPT,Infantry,2404851,Active,ROTC
Army,CPT,Cyber,2404951,Active,ROTC
Army,CPT,Finance Corps,2405051,Active,ROTC
Army,MAJ,Military Police,2405151,Active,ROTC
Army,MAJ,Armor,2405251,National Guard,Service Academy
Army,MAJ,Field Artillery,2405351,Active,ROTC
Army,MAJ,Medical Corps,2405451,Active,Direct Commission (Medical)
Army,MAJ,Armor,2405551,National Guard,OCS
Army,MAJ,Armor,2405651,Active,Service Academy
Army,CPT,Engineer,2405751,Reserve,ROTC
Army,CPT,Armor,2405851,Reserve,ROTC
Air Force,CPT,Intelligence,2405951,Active,ROTC
Army,CPT,Infantry,2406051,Active,ROTC
Army,CPT,Field Artillery,2406151,National Guard,ROTC
Army,CPT,Medical Corps,2406251,Active,Direct Commission (Medical)
Army,MAJ,Signal Corps,2406351,Active,OCS
Army,MAJ,Infantry,2406451,Active,Service Academy
Army,MAJ,Engineer,2406551,Active,ROTC
Army,CPT,Finance Corps,2406651,Active,ROTC
Army,MAJ,Medical Corps,2406751,Active,Direct Commission (Medical)
DoD Civilian,GS-12,Medical,2365851,Civilian ,n/a
Army,CPT,Infantry,2406951,Active,ROTC
Army,MAJ,Infantry,2407051,Active,OCS
Army,CPT,Field Artillery,2407151,Active,Service Academy
Navy,LT,Surface Warfare,2407251,Active,ROTC
Army,MAJ,Cyber,2407351,National Guard,OCS
Army,MAJ,Finance Corps,2407451,Active,OCS
Army,MAJ,Intelligence,2407551,Active,ROTC
Navy,LCDR,Surface Warfare,2407651,Active,OCS
Army,MAJ,Military Police,2407751,Active,OCS
Army,CPT,Medical Corps,2407851,Active,Direct Commission (Medical)
Army,MAJ,Military Police,2407951,National Guard,Service Academy
Army,MAJ,Infantry,2408051,Active,OCS
Army,CPT,Medical Corps,2408151,Active,Direct Commission (Medical)
Army,CPT,Aviation,2408251,National Guard,OCS
Air Force,MAJ,Cyber Operations,2408351,Reserve,OCS
Army,MAJ,Aviation,2408451,Active,OCS
Army,CPT,Aviation,2408551,Active,ROTC
Air Force,CPT,Cyber Operations,2408651,Active,OCS
Army,CPT,Signal Corps,2408751,National Guard,ROTC
Army,CPT,Armor,2408851,Active,ROTC
Army,CPT,Engineer,2408951,Active,ROTC
Army,CPT,Field Artillery,2409051,Active,OCS
Army,CPT,Signal Corps,2409151,Active,Service Academy
Army,CPT,Engineer,2409251,Active,OCS
Army,CPT,Aviation,2409351,Active,Service Academy
Army,MAJ,Logistics,2409451,Active,ROTC
Army,CPT,Intelligence,2409551,National Guard,Service Academy
Army,MAJ,Logistics,2409651,Active,Service Academy
Army,MAJ,Armor,2409751,Active,ROTC
DoD Civilian,GS-12,Contracting,2371851,Civilian ,n/a
Army,CPT,Military Police,2409951,Active,OCS
Army,MAJ,Infantry,2410051,Active,Service Academy
Army,CPT,Logistics,2410151,Active,Service Academy
Army,MAJ,Logistics,2410251,Active,ROTC
Army,MAJ,Signal Corps,2410351,Active,ROTC
Army,MAJ,Armor,2410451,Active,ROTC
Army,MAJ,Signal Corps,2410551,Active,ROTC
Army,MAJ,Field Artillery,2410651,Reserve,Service Academy
Army,MAJ,Aviation,2410751,National Guard,OCS
Army,MAJ,Cyber,2410851,Active,ROTC
Army,CPT,Medical Corps,2410951,Active,Direct Commission (Medical)
Army,MAJ,Finance Corps,2411051,National Guard,Service Academy
Army,MAJ,Signal Corps,2411151,Active,Service Academy
Navy,LCDR,Surface Warfare,2411251,Reserve,ROTC
Army,MAJ,Medical Corps,2411351,Active,Direct Commission (Medical)
Marines,MAJ,Artillery,2411451,Reserve,OCS
Army,MAJ,Military Police,2411551,Active,Service Academy
Army,CPT,Engineer,2411651,National Guard,Service Academy
Air Force,CPT,Maintenance,2411751,National Guard,Service Academy
Army,CPT,Intelligence,2411851,Active,ROTC
Army,CPT,Engineer,2411951,Active,OCS
Navy,LT,Medical,2412051,Active,Direct Commission (Medical)
DoD Civilian,GS-12,Logistics,2373151,Civilian ,n/a
Army,CPT,Military Police,2412251,National Guard,ROTC
Army,MAJ,Logistics,2412351,National Guard,OCS
Air Force,MAJ,Maintenance,2412451,Active,Service Academy
Air Force,CPT,Cyber Operations,2412551,Active,OCS
Army,MAJ,Signal Corps,2412651,Active,Service Academy
Army,CPT,Armor,2412751,Active,ROTC
Army,MAJ,Field Artillery,2412851,Active,Service Academy
Army,MAJ,Field Artillery,2412951,Active,ROTC
Army,MAJ,Military Police,2413051,National Guard,Service Academy
Army,CPT,Finance Corps,2413151,Active,Service Academy
Navy,LT,Submarine,2413251,Active,Service Academy
Army,MAJ,Medical Corps,2413351,Active,Direct Commission (Medical)
Army,MAJ,Signal Corps,2413451,Active,OCS
Army,MAJ,Aviation,2413551,National Guard,ROTC
Army,MAJ,Finance Corps,2413651,National Guard,ROTC
Army,MAJ,Intelligence,2413751,Active,ROTC
Army,MAJ,Logistics,2413851,Active,Service Academy
DoD Civilian,GS-12,Human Resources,2376251,Civilian ,n/a
Army,CPT,Cyber,2414051,Reserve,OCS
Army,MAJ,Engineer,2414151,National Guard,ROTC
Army,MAJ,Infantry,2414251,Active,ROTC
Army,MAJ,Field Artillery,2414351,Active,Service Academy
Army,CPT,Medical Corps,2414451,Active,Direct Commission (Medical)
Army,MAJ,Cyber,2414551,National Guard,OCS
Army,CPT,Engineer,2414651,Active,ROTC
Army,CPT,Aviation,2414751,National Guard,Service Academy
Army,CPT,Cyber,2414851,Active,Service Academy
Air Force,MAJ,Medical,2414951,Active,Direct Commission (Medical)
Air Force,CPT,Cyber Operations,2415051,Active,OCS
Army,MAJ,Cyber,2415151,Active,OCS
Army,MAJ,Finance Corps,2415251,National Guard,OCS
Army,MAJ,Armor,2415351,National Guard,OCS
Army,MAJ,Logistics,2415451,National Guard,ROTC
Army,MAJ,Aviation,2415551,Active,Service Academy
Army,MAJ,Signal Corps,2415651,Reserve,Service Academy
Army,CPT,Engineer,2415751,Active,Service Academy
Army,MAJ,Military Police,2415851,Reserve,Service Academy
Army,CPT,Armor,2415951,National Guard,ROTC
Army,MAJ,Finance Corps,2416051,National Guard,ROTC
Army,CPT,Cyber,2416151,Active,OCS
Army,MAJ,Military Police,2416251,Active,Service Academy
Army,CPT,Aviation,2416351,Active,ROTC
Army,CPT,Military Police,2416451,National Guard,ROTC
Army,MAJ,Cyber,2416551,Reserve,OCS
Army,CPT,Armor,2416651,Active,Service Academy
Army,CPT,Armor,2416751,Active,ROTC
Army,CPT,Military Police,2416851,Active,OCS
Army,MAJ,Field Artillery,2416951,Active,ROTC
Army,MAJ,Medical Corps,2417051,Active,Direct Commission (Medical)
Army,MAJ,Military Police,2417151,Active,Service Academy
Army,MAJ,Field Artillery,2417251,National Guard,Service Academy
Army,MAJ,Signal Corps,2417351,Reserve,OCS
Army,CPT,Signal Corps,2417451,Reserve,ROTC
